year,rmse,mse_model,mse_ref,skill,n
1999,2.775280570495398,7.702182244969261,5.531903098016775,-0.3923205284869409,1
2000,3.284460498160005,10.787680763973468,11.70786055698456,0.07859504206873569,8553
2001,3.6271290019568876,13.156064796836766,13.63353508145946,0.035021752008546625,8532
2002,3.395073959779284,11.526527192371388,11.723686021448456,0.01681713658284323,8401
2003,4.068453057345194,16.552310279821455,17.859475137229477,0.07319167261993798,8632
2004,3.4100114572459055,11.628178138548343,11.77150757200565,0.012175962388892736,8621
2005,3.8361702927029744,14.716202514616825,14.69660950407107,-0.0013331653494861317,8693
2006,3.7232025572987557,13.862237282675995,14.707185852433918,0.05745141036740831,8692
2007,3.7036027595947547,13.716673400877884,14.669105539965477,0.06492775830760256,8745
2008,3.3718820795922775,11.369588758675542,12.076524884265016,0.058538042389211564,8757
2009,3.3398209540010826,11.1544040047847,12.02404973409582,0.07232552663559944,8730
2010,4.059571147525287,16.480117901819774,17.36939963136195,0.05119818464747061,8759
2011,3.632062625934301,13.191878918708772,13.64720161631682,0.03336381409238187,8755
2012,3.8769433131393978,15.03068945329629,15.437855237223326,0.026374504597328374,8759
2013,3.9024957297273555,15.229472920540246,15.659144969547476,0.027439049184538433,8758
2014,3.0605663957502345,9.367066662795581,9.324198241255466,-0.0045975450575945764,8759
2015,3.59155257647621,12.899249909592903,13.450532085963426,0.040985900992409396,8759
2016,3.3594732365686024,11.286060427220722,11.666367167415217,0.032598557437546805,8744
2017,3.6071322288910244,13.011402916704329,13.082171091623966,0.005409513025322443,8729
2018,3.9869151695702296,15.895492569349214,16.244955847783807,0.02151211007952769,8759
2019,3.446076694241951,11.875444582597533,12.237271032542605,0.029567576707491883,8759
2020,3.704440279306753,13.722877782950292,13.98035498587071,0.018417071897003923,8759
2021,3.5014009989490376,12.259808955441317,12.408690490693548,0.01199816655624475,8759
2022,3.7117875199353803,13.77736659314804,13.542196368548497,-0.017365737299875672,8759
2023,3.583137488643237,12.838874262520562,12.988219506267885,0.011498515533653553,8759
2024,3.4417308216946036,11.84551104900261,12.368894342380637,0.04231447685543821,8759
2025,3.4644516078534195,12.002424943158143,12.555491366949594,0.044049763376630025,7067
global,3.613337898085118,13.056210765738179,13.503066616811573,0.033092916131884476,224759
