year,rmse,mse_model,mse_ref,skill,n
1999,5.077131914068354,25.777268472851386,35.71257580694103,0.27820192494092344,1
2000,2.903920695341012,8.432755404829829,8.980540876164099,0.06099693536145323,8657
2001,3.543404058919573,12.555712324767706,12.759985448844054,0.016008883779319194,8629
2002,3.0408921522893104,9.247025081854716,9.555943358595988,0.032327344894042986,8698
2003,3.421490708308023,11.706598667038136,12.418940498076088,0.0573593078369532,8651
2004,3.074621970412701,9.45330026094448,9.46172241188041,0.0008901287280796977,8685
2005,3.7100850465355517,13.764731052526708,13.582286972218903,-0.013432500777002865,8649
2006,3.2906321298126238,10.828259813755164,11.479848971867145,0.05675938417907633,8709
2007,3.4779279147095554,12.095982579915956,12.760266478169093,0.052058779445525505,8732
2008,2.984285341791803,8.90595900123342,8.821638306688165,-0.009558393986899949,8738
2009,3.1574054720944535,9.969209315212,10.397236832896771,0.04116742982428723,8745
2010,3.5935158471282627,12.913356143561954,13.251709335667305,0.025532796074440478,8757
2011,3.0365677303809817,9.220743581191106,9.860106112755307,0.0648433722976981,8759
2012,3.5381009494306817,12.51815832836229,12.472295820033981,-0.0036771504613160033,8759
2013,3.4573515492392852,11.953279735027285,12.159492759571448,0.016959015365327623,8759
2014,3.1794457361744985,10.108875189278198,10.572263743042548,0.04383058964730224,8758
2015,2.9769431489765776,8.862190512238582,9.34055412662022,0.05121362264989393,8759
2016,2.918307396177977,8.516518058587083,8.842808758644098,0.03689898865426178,8759
2017,3.250202766127912,10.563818020945531,10.926808559464918,0.03322017920822462,8751
2018,3.1495910602138615,9.919923846579076,10.11717810724027,0.019496964328425737,8749
2019,2.992382265875315,8.954351625125085,9.224206132522507,0.02925503870148516,8626
2020,3.0094916661539757,9.057040088650233,9.489777648571474,0.04560038980327241,8759
2021,3.0287345742705054,9.17323312138154,9.27994440186903,0.011499129290688193,8759
2022,3.391410326914313,11.501664005501048,11.349595988548838,-0.013398540098311873,8759
2023,3.06740849277107,9.408994861524087,9.040034580551684,-0.04081403424785224,8758
2024,3.0050016049310013,9.030034645637894,9.529942714054668,0.052456565943414746,8759
2025,3.091238742008516,9.555756960094394,9.843248055948726,0.029206933953126124,7321
global,3.212379044383879,10.319379124796686,10.600113281958874,0.026484071414594412,225445
