year,rmse,mse_model,mse_ref,skill,n
1999,5.378498937309587,28.928250818640354,18.386864437585796,-0.5733107141153562,1
2000,8.988552821815068,80.79408183055962,84.08512873106443,0.03913946437580895,8643
2001,8.534829884570229,72.84332115855305,75.07007871195111,0.029662384689141952,8740
2002,7.267240310525539,52.81278173092733,56.286553164968595,0.06171583155678573,8577
2003,7.64201791937752,58.400437880087125,56.86729038294734,-0.026960094050824113,8640
2004,7.86063956389914,61.789654353536456,64.32960591473454,0.03948339998483219,8707
2005,7.377500771027222,54.42751762650725,54.08073260439794,-0.006412358069297186,8679
2006,7.638453576078079,58.345973033899995,59.62159545783667,0.021395308430462445,8747
2007,7.730444534523027,59.759772701336935,63.29010467683376,0.055780157001210307,8754
2008,8.876093613959625,78.78503784377484,84.0827915467628,0.06300639649959294,8759
2009,9.286688998772414,86.24259255992058,86.80855036157742,0.006519608947499922,8759
2010,9.243144694392367,85.43572384147377,89.92487311519022,0.049921107678028376,8759
2011,7.420926296291361,55.07014709498861,60.624615796327056,0.09162068292521797,8759
2012,8.096214868407554,65.54869519542355,66.2414554539806,0.010458107446602471,8759
2013,8.720458008651805,76.0463878806594,81.77332895775965,0.07003433943674375,8759
2014,8.18637854026056,67.0167936044386,64.46205907163977,-0.03963159988357856,8758
2015,8.214470165956989,67.47752010739745,68.16191763680857,0.010040761075089333,8759
2016,8.622917400076712,74.35470448854572,77.61226932561897,0.041972292079313855,8759
2017,8.026649496795127,64.42710214440146,66.12284460822907,0.0256453344358476,8493
2018,7.9301961108242995,62.888010356132845,65.35063556667166,0.0376832633559685,8749
2019,9.247968779428296,85.52492654528051,88.8486483493606,0.037408805489206,8759
2020,8.46424669240518,71.64347206989203,74.91662398283489,0.043690595477084204,8759
2021,8.070879801456341,65.13910076955595,64.5061054140047,-0.009812952611053749,8759
2022,7.3329804367213836,53.772602085338534,59.16313762569033,0.091113077444545,8748
2023,8.559258810372782,73.2609113829441,75.05857373171382,0.023950126673006222,8759
2024,9.071257835583413,82.28771871963347,86.85604434492157,0.05259651944482324,8759
2025,7.0090890245005335,49.12732895337384,54.12797126604411,0.09238554846424307,7799
global,8.241186739511368,67.91715887549803,70.41128861400504,0.035422299287545256,225902
