year,rmse,mse_model,mse_ref,skill,n
1999,5.490854838998757,30.149486862956067,18.9397297504007,-0.5918646812961101,1
2000,8.49460695020257,72.1583472384298,75.36422524686671,0.04253845903590969,8683
2001,8.563484665384097,73.33326961426857,75.28885083028953,0.025974379930822522,8676
2002,7.531407771679434,56.72210302331337,60.31369705624896,0.059548563729828086,8680
2003,7.877209250037095,62.05042556886996,60.78268891307517,-0.020856870244877923,8695
2004,7.858319783167342,61.75318981451923,65.91196889540926,0.0630959619411352,8710
2005,7.530892588653938,56.714343181842814,57.767737015789805,0.018234985276627036,8732
2006,7.725565165709113,59.684357129618064,60.793407836420506,0.01824294354063216,8759
2007,7.830351049597294,61.31439755992944,65.40005660495908,0.06247179677088899,8759
2008,8.89907976534437,79.19362066996159,84.37692689743021,0.06143037460666845,8757
2009,8.940800569815877,79.93791482921993,79.89133002198997,-0.0005831021616129473,8759
2010,8.870045885064725,78.67771400315367,82.42529929405329,0.045466444441166876,8759
2011,7.2613956905269905,52.72786737440395,59.340918585466845,0.11144167243616776,8757
2012,8.094112919480144,65.5146639532954,66.9834816273721,0.02192805805836895,8759
2013,8.327029190589773,69.33941514093416,73.96812168599166,0.06257704588886559,8756
2014,7.416985567655923,55.011674910816254,53.37026776911411,-0.0307550853745584,8758
2015,8.391338071609278,70.41455463203931,70.53317259775639,0.0016817330250199491,8759
2016,8.771913366167283,76.94646410354424,80.5077415220187,0.04423521702568767,8757
2017,7.982906228535203,63.72679185358614,66.27825862851444,0.03849628562556395,8757
2018,7.598040360402888,57.73021731831125,59.803719006145776,0.03467178500423096,8758
2019,9.289599424603054,86.29665746958538,89.42869028718218,0.035022684638888246,8758
2020,8.685105363344135,75.43105517238907,78.77307312402156,0.04242589274599928,8759
2021,8.45113792365032,71.42173220456063,69.952489629151,-0.021003435091427436,8748
2022,7.769415165857546,60.363812019457235,65.66085836236765,0.08067281596711995,8756
2023,8.696779829740555,75.63397940698216,78.19137430441867,0.032706867223997516,8758
2024,8.971310921621017,80.48441965239654,84.95291753793785,0.05259969892788896,8759
2025,7.30058210502991,53.298499072282944,57.317823679878515,0.07012346857486429,7322
global,8.223644645807353,67.62833126051595,70.21598747198298,0.036852806670269245,225891
