year,rmse,mse_model,mse_ref,skill,n
1999,5.217974646935659,27.227259416063312,9.486369921899065,-1.8701452336588535,1
2000,7.064169738335748,49.90249409201854,53.927320997834045,0.07463428242573289,8657
2001,6.288974672098489,39.55120242629631,41.15230335628586,0.03890671479862606,8629
2002,6.509692491592996,42.37609633510223,44.02452772666874,0.03744347700447748,8698
2003,6.431521749996156,41.36447202067362,42.13851476170303,0.018369008623267624,8651
2004,6.769050733872947,45.82004783774588,47.371595010479794,0.03275269013827109,8685
2005,6.581293672236471,43.31342640021982,41.91130790391935,-0.033454419974551675,8649
2006,6.121475242101686,37.47245913966389,38.21881647423157,0.019528530797674026,8709
2007,5.765792649803272,33.24436488052543,34.58536967401696,0.03877375913951808,8732
2008,7.329641866443513,53.72364989032154,57.56372327828773,0.06670995497288512,8738
2009,7.833587464917552,61.365092570513404,62.42945626797165,0.01704906243119564,8745
2010,8.31003382776036,69.0566622185215,72.45936724767864,0.04696018138726099,8757
2011,5.993391040702063,35.92073616676776,40.72900600647265,0.11805517274201982,8759
2012,6.305210450580348,39.75567882610763,39.67421333820037,-0.0020533611394590867,8759
2013,7.688941252054401,59.1198175775439,61.32405686050829,0.035944120395985935,8759
2014,6.4624749675530815,41.7635827062502,38.495679477830905,-0.08489012982096411,8758
2015,7.794460224221409,60.75361018696967,59.67774283918694,-0.018027949727955628,8759
2016,7.0046035029166775,49.06447023307259,51.53638235939117,0.047964409086392434,8759
2017,5.890877971934906,34.70244328022791,35.32887202888855,0.017731354348035855,8751
2018,6.629749803851903,43.95358246167434,45.91652721410026,0.042750287783592134,8749
2019,7.376011747540653,54.40554929985771,54.175707231179175,-0.004242530101134623,8626
2020,7.020156146941411,49.282592327439275,52.21106200319933,0.056089065485406264,8759
2021,6.761207789327361,45.71393077046098,45.02251764460439,-0.015357051582819414,8759
2022,6.6297346388757,43.95338138190831,46.02734425511987,0.045059364314309014,8759
2023,6.805540095374448,46.31537598974924,45.38937109004471,-0.02040135999830217,8758
2024,7.379123424721574,54.45146251727465,59.418412333377574,0.08359277235875928,8759
2025,5.321053306407961,28.313608289635095,30.9952267260001,0.08651714214161732,7321
global,6.815628730558411,46.452794992813274,47.87075007985165,0.029620490271682565,225445
