year,rmse,mse_model,mse_ref,skill,n
1999,5.041038008962346,25.412064207803052,13.36634314062592,-0.9011979522331082,1
2000,7.946082483325898,63.140226831818666,66.25604239284722,0.04702688914852737,8618
2001,7.339784517555466,53.872436764146926,56.331417120225915,0.043652023715840205,8596
2002,6.805996110300668,46.321583053427815,49.299951176176954,0.06041320633575731,8587
2003,7.002394446940547,49.0335279905438,48.389460916661356,-0.01331006921097333,8568
2004,7.015781185338454,49.22118564054905,49.84682502070761,0.012551238316555802,8602
2005,6.484821890624461,42.052914953122205,41.22893716377549,-0.019985423977183503,8747
2006,6.600676656106961,43.56893231847537,43.85314004642926,0.006480898007599656,8741
2007,6.5181572273890245,42.48637364096378,44.541365467391174,0.04613670472073561,8751
2008,7.8834250743420595,62.1483909027651,66.7614801325963,0.06909806703909283,8757
2009,8.577210154001463,73.5685340259058,75.77837759704944,0.02916192773213555,8759
2010,8.986942928161989,80.76514319404079,84.96518355758005,0.04943248737517214,8757
2011,7.112636055020988,50.58959165118453,54.78828343280029,0.07663484815627786,8759
2012,6.96295260814295,48.4827090232447,48.415586425439955,-0.001386384070925617,8759
2013,8.05400332608225,64.86696957654397,68.83572951486262,0.0576555223034535,8758
2014,7.4888033395778555,56.082175458872435,54.035196514667625,-0.03788232626579169,8759
2015,7.794791997097235,60.7587822780111,61.8650048699046,0.017881233408447494,8756
2016,7.682755989896052,59.02473960028366,61.29026916181348,0.03696393558900113,8759
2017,6.923775639911633,47.93866911183374,47.993502227761795,0.001142511243872879,8747
2018,7.4727216592985135,55.84156899734913,58.01532872497532,0.03746871344866476,8759
2019,7.988451199000531,63.81535255881302,65.58048334444729,0.026915489115310498,8756
2020,7.1508854675201174,51.13516296959041,53.71952965546024,0.048108512908529244,8759
2021,6.860475565129724,47.066124979742,46.80207138569002,-0.005641921099516001,8757
2022,6.441703084161016,41.495538624489555,45.83330344759344,0.09464220330667972,8753
2023,7.159444047436252,51.25763906837038,50.82620492629836,-0.008488419363547495,8756
2024,8.04430356336338,64.71081981954079,69.2966633003798,0.06617697393250799,8739
2025,5.95882207351973,35.507560503865975,37.735368743768305,0.059037669806002224,7321
global,7.359075013921093,54.15598506051774,55.98236584746823,0.03262421584551678,225381
